id,celebrity,text,sentiment,sentiment_score,date,platform,length
276,SEVENTEEN,SEVENTEEN 목소리 천사같아,positive,0.902,2025-08-14 09:35:22,twitter,18
277,BLACKPINK,BLACKPINK 정말 예쁘다 ❤️,positive,0.71,2025-07-27 09:35:22,instagram,19
278,NMIXX,NMIXX 노래 너무 좋아요!,positive,0.858,2025-07-31 09:35:22,twitter,16
279,StrayKids,StrayKids 노래 너무 좋아요!,positive,0.857,2025-08-11 09:35:22,youtube,20
280,StrayKids,StrayKids 춤도 잘 춰 👏,positive,0.744,2025-08-05 09:35:22,twitter,18
281,NMIXX,NMIXX 완벽해 💕,positive,0.753,2025-08-06 09:35:22,youtube,11
282,StrayKids,StrayKids 춤도 잘 춰 👏,positive,0.758,2025-07-17 09:35:22,twitter,18
283,(G)I-DLE,(G)I-DLE 정말 예쁘다 ❤️,positive,0.871,2025-08-09 09:35:22,instagram,18
284,KARD,KARD 광고 찍었네요,neutral,0.683,2025-07-28 09:35:22,twitter,12
285,KARD,KARD 완벽해 💕,positive,0.946,2025-08-14 09:35:22,twitter,10
286,aespa,aespa 정말 예쁘다 ❤️,positive,0.767,2025-07-22 09:35:22,instagram,15
287,(G)I-DLE,(G)I-DLE 논란이 많네,negative,0.37,2025-07-24 09:35:22,twitter,15
288,StrayKids,StrayKids 완벽해 💕,positive,0.756,2025-08-02 09:35:22,twitter,15
289,BTS,BTS 노래 너무 좋아요!,positive,0.882,2025-07-23 09:35:22,twitter,14
290,NCT,NCT 음악 감동이에요,positive,0.709,2025-08-03 09:35:22,youtube,12
291,BTS,BTS 목소리 천사같아,positive,0.88,2025-08-09 09:35:22,twitter,12
292,ENHYPEN,ENHYPEN 논란이 많네,negative,0.097,2025-07-22 09:35:22,youtube,14
293,ITZY,ITZY 최고야!! 사랑해,positive,0.879,2025-07-20 09:35:22,instagram,14
294,TWICE,TWICE 노래 너무 좋아요!,positive,0.904,2025-08-04 09:35:22,youtube,16
295,TWICE,TWICE 논란이 많네,negative,0.199,2025-07-25 09:35:22,instagram,12
296,TXT,TXT 목소리 천사같아,positive,0.745,2025-07-20 09:35:22,twitter,12
297,LE SSERAFIM,LE SSERAFIM 광고 찍었네요,neutral,0.627,2025-08-03 09:35:22,instagram,19
298,TXT,TXT 재능이 넘쳐나네요,positive,0.782,2025-07-29 09:35:22,twitter,13
299,NMIXX,NMIXX 완벽해 💕,positive,0.893,2025-07-22 09:35:22,twitter,11
300,Red Velvet,Red Velvet 좀 아쉽네,negative,0.056,2025-07-21 09:35:22,twitter,16
301,LE SSERAFIM,LE SSERAFIM 재능이 넘쳐나네요,positive,0.93,2025-07-26 09:35:22,instagram,21
302,KARD,KARD 노래 너무 좋아요!,positive,0.733,2025-07-21 09:35:22,twitter,15
303,StrayKids,StrayKids 춤도 잘 춰 👏,positive,0.81,2025-08-14 09:35:22,twitter,18
304,TXT,TXT 콘서트 정보 알려주세요,neutral,0.436,2025-08-06 09:35:22,instagram,16
305,NewJeans,NewJeans 노래 너무 좋아요!,positive,0.744,2025-07-19 09:35:22,twitter,19
306,ENHYPEN,ENHYPEN 너무 과장된거 아니야?,negative,0.159,2025-07-31 09:35:22,youtube,20
307,TXT,TXT 정말 예쁘다 ❤️,positive,0.856,2025-08-07 09:35:22,instagram,13
308,Red Velvet,Red Velvet 목소리 천사같아,positive,0.929,2025-07-23 09:35:22,instagram,19
309,StrayKids,StrayKids 콘서트 정보 알려주세요,neutral,0.694,2025-07-29 09:35:22,youtube,22
310,KARD,KARD 목소리 천사같아,positive,0.832,2025-08-10 09:35:22,instagram,13
311,LE SSERAFIM,LE SSERAFIM 정말 예쁘다 ❤️,positive,0.811,2025-07-21 09:35:22,twitter,21
312,BLACKPINK,BLACKPINK 별로인듯,negative,0.394,2025-07-28 09:35:22,twitter,14
313,NMIXX,NMIXX 정말 예쁘다 ❤️,positive,0.945,2025-08-10 09:35:22,instagram,15
314,NewJeans,NewJeans 춤도 잘 춰 👏,positive,0.94,2025-08-01 09:35:22,twitter,17
315,NewJeans,NewJeans 목소리 천사같아,positive,0.723,2025-07-17 09:35:22,twitter,17
316,NCT,NCT 실망이야,negative,0.175,2025-07-26 09:35:22,youtube,8
317,StrayKids,StrayKids 광고 찍었네요,neutral,0.412,2025-08-02 09:35:22,instagram,17
318,aespa,aespa 노래 너무 좋아요!,positive,0.848,2025-08-08 09:35:22,twitter,16
319,MAMAMOO,MAMAMOO 최고야!! 사랑해,positive,0.79,2025-08-02 09:35:22,instagram,17
320,ITZY,ITZY 춤도 잘 춰 👏,positive,0.937,2025-07-31 09:35:22,instagram,13
321,TWICE,TWICE 광고 찍었네요,neutral,0.582,2025-07-26 09:35:22,instagram,13
322,Red Velvet,Red Velvet 드라마 출연해요,neutral,0.464,2025-07-23 09:35:22,twitter,19
323,TWICE,TWICE 완벽해 💕,positive,0.907,2025-08-09 09:35:22,youtube,11
324,NMIXX,NMIXX 재능이 넘쳐나네요,positive,0.912,2025-07-15 09:35:22,instagram,15
325,TWICE,TWICE 방송 언제 해요?,neutral,0.51,2025-07-15 09:35:22,youtube,15
326,IVE,IVE 최고야!! 사랑해,positive,0.723,2025-07-31 09:35:22,twitter,13
327,KARD,KARD 실망이야,negative,0.086,2025-08-11 09:35:22,twitter,9
328,(G)I-DLE,(G)I-DLE 노래 너무 좋아요!,positive,0.803,2025-07-25 09:35:22,twitter,19
329,NMIXX,NMIXX 드라마 출연해요,neutral,0.575,2025-08-02 09:35:22,youtube,14
330,IU,IU 실망이야,negative,0.255,2025-07-25 09:35:22,twitter,7
331,NCT,NCT 최고야!! 사랑해,positive,0.815,2025-07-24 09:35:22,youtube,13
332,LE SSERAFIM,LE SSERAFIM 노래 너무 좋아요!,positive,0.782,2025-07-17 09:35:22,instagram,22
333,NewJeans,NewJeans 춤도 잘 춰 👏,positive,0.861,2025-07-26 09:35:22,twitter,17
334,NMIXX,NMIXX 정말 예쁘다 ❤️,positive,0.767,2025-07-31 09:35:22,youtube,15
335,NMIXX,NMIXX 완벽해 💕,positive,0.738,2025-07-19 09:35:22,youtube,11
336,NewJeans,NewJeans 새로운 앨범 언제 나와?,neutral,0.561,2025-08-12 09:35:22,instagram,22
337,BLACKPINK,BLACKPINK 노래 너무 좋아요!,positive,0.778,2025-07-23 09:35:22,instagram,20
338,TXT,TXT 정말 예쁘다 ❤️,positive,0.823,2025-07-24 09:35:22,instagram,13
339,IVE,IVE 최고야!! 사랑해,positive,0.77,2025-08-10 09:35:22,youtube,13
340,(G)I-DLE,(G)I-DLE 최고야!! 사랑해,positive,0.871,2025-08-10 09:35:22,instagram,18
341,BTS,BTS 콘서트 정보 알려주세요,neutral,0.57,2025-08-12 09:35:22,twitter,16
342,aespa,aespa 광고 찍었네요,neutral,0.512,2025-07-27 09:35:22,youtube,13
343,NCT,NCT 최고야!! 사랑해,positive,0.801,2025-07-22 09:35:22,instagram,13
344,NCT,NCT 너무 과장된거 아니야?,negative,0.191,2025-08-05 09:35:22,instagram,16
345,TWICE,TWICE 광고 찍었네요,neutral,0.498,2025-08-02 09:35:22,twitter,13
346,BLACKPINK,BLACKPINK 최고야!! 사랑해,positive,0.708,2025-07-27 09:35:22,twitter,19
347,MAMAMOO,MAMAMOO 최고야!! 사랑해,positive,0.886,2025-08-04 09:35:22,instagram,17
348,ENHYPEN,ENHYPEN 정말 예쁘다 ❤️,positive,0.744,2025-07-30 09:35:22,instagram,17
349,IVE,IVE 완벽해 💕,positive,0.891,2025-07-29 09:35:22,twitter,9
350,LE SSERAFIM,LE SSERAFIM 노래 너무 좋아요!,positive,0.725,2025-08-14 09:35:22,instagram,22
351,StrayKids,StrayKids 방송 언제 해요?,neutral,0.519,2025-08-01 09:35:22,youtube,19
352,Red Velvet,Red Velvet 노래 너무 좋아요!,positive,0.861,2025-07-17 09:35:22,instagram,21
353,ITZY,ITZY 완벽해 💕,positive,0.834,2025-08-11 09:35:22,twitter,10
354,NewJeans,NewJeans 광고 찍었네요,neutral,0.676,2025-08-11 09:35:22,twitter,16
355,IVE,IVE 정말 예쁘다 ❤️,positive,0.791,2025-08-04 09:35:22,youtube,13
356,LE SSERAFIM,LE SSERAFIM 인스타 업데이트 기다려요,neutral,0.598,2025-07-21 09:35:22,instagram,25
357,SEVENTEEN,SEVENTEEN 음악 감동이에요,positive,0.731,2025-07-18 09:35:22,youtube,18
358,NewJeans,NewJeans 콘서트 정보 알려주세요,neutral,0.589,2025-08-12 09:35:22,youtube,21
359,MAMAMOO,MAMAMOO 목소리 천사같아,positive,0.844,2025-08-03 09:35:22,youtube,16
360,IU,IU 목소리 천사같아,positive,0.877,2025-07-21 09:35:22,twitter,11
361,aespa,aespa 음악 감동이에요,positive,0.785,2025-08-06 09:35:22,instagram,14
362,SEVENTEEN,SEVENTEEN 재능이 넘쳐나네요,positive,0.794,2025-07-23 09:35:22,instagram,19
363,IU,IU 춤도 잘 춰 👏,positive,0.913,2025-08-05 09:35:22,instagram,11
364,(G)I-DLE,(G)I-DLE 목소리 천사같아,positive,0.736,2025-08-08 09:35:22,twitter,17
365,BTS,BTS 목소리 천사같아,positive,0.742,2025-08-13 09:35:22,twitter,12
366,NMIXX,NMIXX 최고야!! 사랑해,positive,0.84,2025-08-09 09:35:22,twitter,15
367,LE SSERAFIM,LE SSERAFIM 재능이 넘쳐나네요,positive,0.916,2025-07-29 09:35:22,youtube,21
368,LE SSERAFIM,LE SSERAFIM 최고야!! 사랑해,positive,0.907,2025-08-14 09:35:22,instagram,21
369,aespa,aespa 실망이야,negative,0.209,2025-08-07 09:35:22,instagram,10
370,Red Velvet,Red Velvet 최고야!! 사랑해,positive,0.939,2025-08-02 09:35:22,instagram,20
371,LE SSERAFIM,LE SSERAFIM 예전만 못한듯,negative,0.167,2025-08-06 09:35:22,instagram,19
372,KARD,KARD 목소리 천사같아,positive,0.833,2025-08-02 09:35:22,twitter,13
373,NMIXX,NMIXX 춤도 잘 춰 👏,positive,0.821,2025-08-14 09:35:22,instagram,14
374,NCT,NCT 정말 예쁘다 ❤️,positive,0.791,2025-07-25 09:35:22,instagram,13
375,LE SSERAFIM,LE SSERAFIM 인스타 업데이트 기다려요,neutral,0.52,2025-07-26 09:35:22,youtube,25
376,NCT,NCT 완벽해 💕,positive,0.869,2025-07-19 09:35:22,twitter,9
377,NewJeans,NewJeans 정말 예쁘다 ❤️,positive,0.9,2025-07-19 09:35:22,youtube,18
378,MAMAMOO,MAMAMOO 춤도 잘 춰 👏,positive,0.837,2025-07-30 09:35:22,twitter,16
379,aespa,aespa 정말 예쁘다 ❤️,positive,0.873,2025-07-24 09:35:22,youtube,15
380,BTS,BTS 목소리 천사같아,positive,0.931,2025-08-12 09:35:22,youtube,12
381,NMIXX,NMIXX 노래 너무 좋아요!,positive,0.769,2025-07-24 09:35:22,youtube,16
382,aespa,aespa 음악 감동이에요,positive,0.921,2025-08-10 09:35:22,youtube,14
383,Red Velvet,Red Velvet 재능이 넘쳐나네요,positive,0.751,2025-08-07 09:35:22,instagram,20
384,aespa,aespa 최고야!! 사랑해,positive,0.718,2025-08-07 09:35:22,youtube,15
385,MAMAMOO,MAMAMOO 정말 예쁘다 ❤️,positive,0.8,2025-07-25 09:35:22,instagram,17
386,TXT,TXT 춤도 잘 춰 👏,positive,0.862,2025-07-28 09:35:22,youtube,12
387,IU,IU 노래 너무 좋아요!,positive,0.848,2025-08-06 09:35:22,instagram,13
388,LE SSERAFIM,LE SSERAFIM 목소리 천사같아,positive,0.798,2025-08-14 09:35:22,twitter,20
389,BLACKPINK,BLACKPINK 재능이 넘쳐나네요,positive,0.735,2025-07-29 09:35:22,youtube,19
390,BLACKPINK,BLACKPINK 목소리 천사같아,positive,0.91,2025-08-13 09:35:22,youtube,18
391,ENHYPEN,ENHYPEN 춤도 잘 춰 👏,positive,0.836,2025-08-10 09:35:22,instagram,16
392,SEVENTEEN,SEVENTEEN 목소리 천사같아,positive,0.812,2025-07-31 09:35:22,twitter,18
393,Red Velvet,Red Velvet 완벽해 💕,positive,0.911,2025-07-21 09:35:22,instagram,16
394,(G)I-DLE,(G)I-DLE 최고야!! 사랑해,positive,0.9,2025-07-27 09:35:22,youtube,18
395,KARD,KARD 음악 감동이에요,positive,0.78,2025-07-17 09:35:22,instagram,13
396,MAMAMOO,MAMAMOO 완벽해 💕,positive,0.904,2025-08-07 09:35:22,twitter,13
397,BTS,BTS 완벽해 💕,positive,0.712,2025-08-06 09:35:22,instagram,9
398,(G)I-DLE,(G)I-DLE 목소리 천사같아,positive,0.729,2025-07-18 09:35:22,instagram,17
399,NCT,NCT 춤도 잘 춰 👏,positive,0.841,2025-08-14 09:35:22,instagram,12
400,StrayKids,StrayKids 정말 예쁘다 ❤️,positive,0.761,2025-07-21 09:35:22,instagram,19
401,NewJeans,NewJeans 춤도 잘 춰 👏,positive,0.869,2025-08-04 09:35:22,twitter,17
402,TXT,TXT 춤도 잘 춰 👏,positive,0.781,2025-08-13 09:35:22,instagram,12
403,NewJeans,NewJeans 노래 너무 좋아요!,positive,0.765,2025-08-13 09:35:22,instagram,19
404,NewJeans,NewJeans 노래 너무 좋아요!,positive,0.739,2025-08-09 09:35:22,instagram,19
405,MAMAMOO,MAMAMOO 완벽해 💕,positive,0.78,2025-07-31 09:35:22,twitter,13
406,IU,IU 드라마 출연해요,neutral,0.533,2025-08-04 09:35:22,twitter,11
407,NMIXX,NMIXX 춤도 잘 춰 👏,positive,0.782,2025-07-16 09:35:22,instagram,14
408,BLACKPINK,BLACKPINK 정말 예쁘다 ❤️,positive,0.892,2025-08-11 09:35:22,youtube,19
409,TWICE,TWICE 최고야!! 사랑해,positive,0.934,2025-07-20 09:35:22,youtube,15
410,ITZY,ITZY 너무 과장된거 아니야?,negative,0.069,2025-07-21 09:35:22,youtube,17
411,NCT,NCT 실망이야,negative,0.336,2025-07-25 09:35:22,instagram,8
412,TXT,TXT 춤도 잘 춰 👏,positive,0.888,2025-07-25 09:35:22,instagram,12
413,BLACKPINK,BLACKPINK 논란이 많네,negative,0.285,2025-08-12 09:35:22,twitter,16
414,TXT,TXT 정말 예쁘다 ❤️,positive,0.826,2025-07-31 09:35:22,twitter,13
415,Red Velvet,Red Velvet 실망이야,negative,0.391,2025-07-18 09:35:22,youtube,15
416,TXT,TXT 인스타 업데이트 기다려요,neutral,0.549,2025-07-28 09:35:22,twitter,17
417,BTS,BTS 정말 예쁘다 ❤️,positive,0.809,2025-08-05 09:35:22,twitter,13
418,Red Velvet,Red Velvet 완벽해 💕,positive,0.92,2025-07-22 09:35:22,instagram,16
419,NewJeans,NewJeans 최고야!! 사랑해,positive,0.701,2025-08-06 09:35:22,twitter,18
420,KARD,KARD 최고야!! 사랑해,positive,0.841,2025-08-05 09:35:22,instagram,14
421,ENHYPEN,ENHYPEN 춤도 잘 춰 👏,positive,0.828,2025-07-20 09:35:22,twitter,16
422,BLACKPINK,BLACKPINK 음악 감동이에요,positive,0.831,2025-07-27 09:35:22,twitter,18
423,MAMAMOO,MAMAMOO 새로운 앨범 언제 나와?,neutral,0.436,2025-08-05 09:35:22,instagram,21
424,NewJeans,NewJeans 실망이야,negative,0.302,2025-08-11 09:35:22,youtube,13
425,NewJeans,NewJeans 인스타 업데이트 기다려요,neutral,0.498,2025-07-30 09:35:22,twitter,22
426,(G)I-DLE,(G)I-DLE 정말 예쁘다 ❤️,positive,0.71,2025-07-26 09:35:22,twitter,18
427,Red Velvet,Red Velvet 음악 감동이에요,positive,0.743,2025-07-26 09:35:22,twitter,19
428,Red Velvet,Red Velvet 춤도 잘 춰 👏,positive,0.718,2025-08-12 09:35:22,youtube,19
429,NMIXX,NMIXX 광고 찍었네요,neutral,0.561,2025-08-09 09:35:22,instagram,13
430,MAMAMOO,MAMAMOO 콘서트 정보 알려주세요,neutral,0.461,2025-08-03 09:35:22,twitter,20
431,IVE,IVE 노래 너무 좋아요!,positive,0.858,2025-07-25 09:35:22,instagram,14
432,(G)I-DLE,(G)I-DLE 춤도 잘 춰 👏,positive,0.719,2025-07-20 09:35:22,twitter,17
433,IU,IU 춤도 잘 춰 👏,positive,0.707,2025-08-07 09:35:22,instagram,11
434,BTS,BTS 방송 언제 해요?,neutral,0.66,2025-08-09 09:35:22,instagram,13
435,StrayKids,StrayKids 논란이 많네,negative,0.06,2025-07-20 09:35:22,instagram,16
436,(G)I-DLE,(G)I-DLE 예전만 못한듯,negative,0.347,2025-08-09 09:35:22,twitter,16
437,SEVENTEEN,SEVENTEEN 새로운 앨범 언제 나와?,neutral,0.507,2025-07-30 09:35:22,twitter,23
438,IVE,IVE 콘서트 정보 알려주세요,neutral,0.411,2025-07-21 09:35:22,twitter,16
439,NMIXX,NMIXX 춤도 잘 춰 👏,positive,0.933,2025-08-07 09:35:22,youtube,14
440,ITZY,ITZY 춤도 잘 춰 👏,positive,0.793,2025-07-24 09:35:22,instagram,13
441,KARD,KARD 별로인듯,negative,0.24,2025-08-04 09:35:22,youtube,9
442,IU,IU 춤도 잘 춰 👏,positive,0.92,2025-07-19 09:35:22,instagram,11
443,StrayKids,StrayKids 노래 너무 좋아요!,positive,0.916,2025-08-04 09:35:22,youtube,20
444,StrayKids,StrayKids 완벽해 💕,positive,0.921,2025-08-06 09:35:22,twitter,15
445,Red Velvet,Red Velvet 광고 찍었네요,neutral,0.537,2025-08-03 09:35:22,instagram,18
446,ENHYPEN,ENHYPEN 너무 과장된거 아니야?,negative,0.368,2025-07-17 09:35:22,twitter,20
447,KARD,KARD 완벽해 💕,positive,0.727,2025-08-10 09:35:22,instagram,10
448,StrayKids,StrayKids 재능이 넘쳐나네요,positive,0.874,2025-07-23 09:35:22,twitter,19
449,TXT,TXT 너무 과장된거 아니야?,negative,0.096,2025-07-21 09:35:22,twitter,16
450,ENHYPEN,ENHYPEN 음악 감동이에요,positive,0.894,2025-07-23 09:35:22,twitter,16
451,LE SSERAFIM,LE SSERAFIM 노래 너무 좋아요!,positive,0.918,2025-08-05 09:35:22,twitter,22
452,KARD,KARD 음악 감동이에요,positive,0.771,2025-07-30 09:35:22,youtube,13
453,(G)I-DLE,(G)I-DLE 최고야!! 사랑해,positive,0.948,2025-07-30 09:35:22,youtube,18
454,StrayKids,StrayKids 좀 아쉽네,negative,0.258,2025-08-10 09:35:22,twitter,15
455,IU,IU 목소리 천사같아,positive,0.717,2025-07-27 09:35:22,twitter,11
456,Red Velvet,Red Velvet 정말 예쁘다 ❤️,positive,0.716,2025-07-27 09:35:22,twitter,20
457,ITZY,ITZY 목소리 천사같아,positive,0.774,2025-07-19 09:35:22,youtube,13
458,TWICE,TWICE 완벽해 💕,positive,0.765,2025-07-24 09:35:22,twitter,11
459,IU,IU 음악 감동이에요,positive,0.887,2025-07-31 09:35:22,instagram,11
460,aespa,aespa 별로인듯,negative,0.257,2025-08-07 09:35:22,instagram,10
461,ITZY,ITZY 방송 언제 해요?,neutral,0.517,2025-08-02 09:35:22,youtube,14
462,ENHYPEN,ENHYPEN 정말 예쁘다 ❤️,positive,0.876,2025-08-10 09:35:22,youtube,17
463,MAMAMOO,MAMAMOO 음악 감동이에요,positive,0.852,2025-07-29 09:35:22,twitter,16
464,TXT,TXT 정말 예쁘다 ❤️,positive,0.884,2025-08-13 09:35:22,youtube,13
465,NCT,NCT 논란이 많네,negative,0.1,2025-08-04 09:35:22,youtube,10
466,LE SSERAFIM,LE SSERAFIM 콘서트 정보 알려주세요,neutral,0.525,2025-07-16 09:35:22,twitter,24
467,NewJeans,NewJeans 재능이 넘쳐나네요,positive,0.725,2025-08-02 09:35:22,instagram,18
468,IU,IU 춤도 잘 춰 👏,positive,0.782,2025-07-21 09:35:22,youtube,11
469,NMIXX,NMIXX 인스타 업데이트 기다려요,neutral,0.451,2025-07-15 09:35:22,instagram,19
470,(G)I-DLE,(G)I-DLE 노래 너무 좋아요!,positive,0.847,2025-07-28 09:35:22,instagram,19
471,MAMAMOO,MAMAMOO 목소리 천사같아,positive,0.886,2025-08-05 09:35:22,youtube,16
472,SEVENTEEN,SEVENTEEN 최고야!! 사랑해,positive,0.899,2025-07-29 09:35:22,twitter,19
473,MAMAMOO,MAMAMOO 재능이 넘쳐나네요,positive,0.804,2025-07-25 09:35:22,instagram,17
474,BTS,BTS 완벽해 💕,positive,0.914,2025-08-08 09:35:22,twitter,9
475,StrayKids,StrayKids 음악 감동이에요,positive,0.867,2025-07-27 09:35:22,instagram,18
476,IU,IU 정말 예쁘다 ❤️,positive,0.946,2025-07-27 09:35:22,youtube,12
477,(G)I-DLE,(G)I-DLE 별로인듯,negative,0.243,2025-07-18 09:35:22,youtube,13
478,StrayKids,StrayKids 새로운 앨범 언제 나와?,neutral,0.615,2025-07-27 09:35:22,twitter,23
479,NCT,NCT 목소리 천사같아,positive,0.903,2025-07-24 09:35:22,twitter,12
480,NMIXX,NMIXX 드라마 출연해요,neutral,0.549,2025-08-03 09:35:22,twitter,14
481,SEVENTEEN,SEVENTEEN 인스타 업데이트 기다려요,neutral,0.646,2025-07-25 09:35:22,instagram,23
482,ENHYPEN,ENHYPEN 재능이 넘쳐나네요,positive,0.715,2025-07-23 09:35:22,youtube,17
483,NewJeans,NewJeans 재능이 넘쳐나네요,positive,0.808,2025-08-13 09:35:22,instagram,18
484,IU,IU 재능이 넘쳐나네요,positive,0.755,2025-07-30 09:35:22,twitter,12
485,NewJeans,NewJeans 드라마 출연해요,neutral,0.529,2025-08-07 09:35:22,twitter,17
486,StrayKids,StrayKids 새로운 앨범 언제 나와?,neutral,0.61,2025-08-04 09:35:22,youtube,23
487,LE SSERAFIM,LE SSERAFIM 최고야!! 사랑해,positive,0.766,2025-07-24 09:35:22,youtube,21
488,NewJeans,NewJeans 완벽해 💕,positive,0.724,2025-08-12 09:35:22,youtube,14
489,NMIXX,NMIXX 논란이 많네,negative,0.297,2025-07-15 09:35:22,youtube,12
490,IU,IU 목소리 천사같아,positive,0.717,2025-08-06 09:35:22,instagram,11
491,TXT,TXT 음악 감동이에요,positive,0.818,2025-08-07 09:35:22,youtube,12
492,StrayKids,StrayKids 예전만 못한듯,negative,0.153,2025-07-21 09:35:22,twitter,17
493,aespa,aespa 별로인듯,negative,0.346,2025-07-17 09:35:22,youtube,10
494,IVE,IVE 최고야!! 사랑해,positive,0.877,2025-08-01 09:35:22,instagram,13
495,NewJeans,NewJeans 최고야!! 사랑해,positive,0.813,2025-08-08 09:35:22,twitter,18
496,ENHYPEN,ENHYPEN 콘서트 정보 알려주세요,neutral,0.538,2025-08-11 09:35:22,instagram,20
497,SEVENTEEN,SEVENTEEN 재능이 넘쳐나네요,positive,0.925,2025-08-02 09:35:22,youtube,19
498,Red Velvet,Red Velvet 예전만 못한듯,negative,0.291,2025-08-11 09:35:22,twitter,18
499,SEVENTEEN,SEVENTEEN 완벽해 💕,positive,0.899,2025-07-23 09:35:22,twitter,15
500,ITZY,ITZY 음악 감동이에요,positive,0.903,2025-07-30 09:35:22,youtube,13
501,BLACKPINK,BLACKPINK 목소리 천사같아,positive,0.777,2025-08-04 09:35:22,instagram,18
502,MAMAMOO,MAMAMOO 좀 아쉽네,negative,0.168,2025-07-27 09:35:22,twitter,13
503,Red Velvet,Red Velvet 재능이 넘쳐나네요,positive,0.765,2025-08-04 09:35:22,youtube,20
504,ENHYPEN,ENHYPEN 재능이 넘쳐나네요,positive,0.774,2025-07-31 09:35:22,twitter,17
505,NMIXX,NMIXX 재능이 넘쳐나네요,positive,0.913,2025-07-15 09:35:22,youtube,15
506,ITZY,ITZY 최고야!! 사랑해,positive,0.715,2025-07-25 09:35:22,twitter,14
507,IU,IU 실망이야,negative,0.314,2025-07-29 09:35:22,youtube,7
508,NewJeans,NewJeans 목소리 천사같아,positive,0.728,2025-07-18 09:35:22,youtube,17
509,IU,IU 음악 감동이에요,positive,0.804,2025-08-01 09:35:22,youtube,11
510,LE SSERAFIM,LE SSERAFIM 실망이야,negative,0.283,2025-08-11 09:35:22,instagram,16
511,NewJeans,NewJeans 실망이야,negative,0.079,2025-07-15 09:35:22,youtube,13
512,BTS,BTS 노래 너무 좋아요!,positive,0.795,2025-07-25 09:35:22,instagram,14
513,IU,IU 논란이 많네,negative,0.109,2025-08-08 09:35:22,twitter,9
514,NCT,NCT 음악 감동이에요,positive,0.919,2025-08-08 09:35:22,youtube,12
515,TXT,TXT 광고 찍었네요,neutral,0.435,2025-07-17 09:35:22,twitter,11
516,NewJeans,NewJeans 최고야!! 사랑해,positive,0.822,2025-08-10 09:35:22,youtube,18
517,Red Velvet,Red Velvet 콘서트 정보 알려주세요,neutral,0.463,2025-08-11 09:35:22,instagram,23
518,ENHYPEN,ENHYPEN 완벽해 💕,positive,0.858,2025-07-28 09:35:22,youtube,13
519,TXT,TXT 예전만 못한듯,negative,0.294,2025-07-21 09:35:22,youtube,11
